# 関東グルメマップ全食材（504件）画像マッピング一覧
`data.js` に登録されている全504件の食材データについて、紐づく画像ファイル名とステータス（既存画像の使用 / 新規画像の生成 / 同一画像の使い回し）を整理した一覧表です。
---
## 📊 ステータス凡例
- **[既存画像]**: すでに `images/` に画像があり、そのまま使えるもの。
- **[既存で代用]**: すでに存在する特定の画像（例: `kanagawa_shirasu.jpg`）でカバーできるため、新規生成が不要なもの。
- **[共通化]**: 同県内の別季節の同じ食材の画像を使い回すため、新規生成が不要なもの。
- **[新規生成]**: 今回新しく生成・追加する必要があるもの。
---
## 1. 茨城県 (ibaraki) - 計72件
| 季節 | 食材名 | カテゴリ | 紐づく画像ファイル名 | ステータス | 備考 |
| 夏 | 夏そば | 郷土料理 | `tochigi_natsusoba.jpg` | **[新規生成]** | |
| 夏 | しそ | 野菜 | `tochigi_shiso.jpg` | **[新規生成]** | |
| 夏 | 日光天然氷 | スイーツ | `tochigi_nikkotennenkori.jpg` | **[新規生成]** | |
| 秋 | 梨 | 果物 | `tochigi_nashi.jpg` | **[新規生成]** | |
| 秋 | ぶどう | 果物 | `tochigi_budou.jpg` | **[新規生成]** | |
| 秋 | 舞茸 | きのこ | `tochigi_maitake.jpg` | **[新規生成]** | |
| 秋 | 栃木和牛 | 肉 | `tochigi_tochigiwagyu.jpg` | **[共通化]** | 春の「栃木和牛」画像を使用 |
| 秋 | 里芋 | 野菜 | `tochigi_satoimo.jpg` | **[新規生成]** | |
| 秋 | 新そば | 郷土料理 | `tochigi_shinsoba.jpg` | **[新規生成]** | |
| 秋 | りんご | 果物 | `tochigi_ringo.jpg` | **[新規生成]** | |
| 秋 | 栗 | 果物 | `tochigi_kuri.jpg` | **[新規生成]** | |
| 秋 | しいたけ | きのこ | `tochigi_shiitake.jpg` | **[新規生成]** | |
| 秋 | さつまいも | 野菜 | `tochigi_satsumaimo.jpg` | **[新規生成]** | |
| 秋 | かぼちゃ | 野菜 | `tochigi_kabocha.jpg` | **[新規生成]** | |
| 秋 | 秋なす | 野菜 | `tochigi_akinasu.jpg` | **[新規生成]** | |
| 秋 | きのこ汁 | 郷土料理 | `tochigi_kinokojiru.jpg` | **[新規生成]** | |
| 秋 | 栗ご飯 | 米 | `tochigi_kurigohan.jpg` | **[新規生成]** | |
| 秋 | 新米 | 米 | `tochigi_shinmai.jpg` | **[新規生成]** | |
| 秋 | 日光まいたけ | きのこ | `tochigi_nikkomaitake.jpg` | **[新規生成]** | |
| 秋 | そば団子 | スイーツ | `tochigi_sobadango.jpg` | **[新規生成]** | |
| 秋 | りんごジュース | 加工品 | `tochigi_ringojuice.jpg` | **[新規生成]** | |
| 冬 | 宇都宮餃子 | 郷土料理 | `tochigi_utsunomiyagyoza.jpg` | **[新規生成]** | |
| 冬 | 大根 | 野菜 | `tochigi_daikon.jpg` | **[新規生成]** | |
| 冬 | 白菜 | 野菜 | `tochigi_hakusai.jpg` | **[新規生成]** | |
| 冬 | ねぎ | 野菜 | `tochigi_negi.jpg` | **[新規生成]** | |
| 冬 | いちご | 果物 | `tochigi_ichigo.jpg` | **[新規生成]** | |
| 冬 | ゆば鍋 | 郷土料理 | `tochigi_yubanabe.jpg` | **[新規生成]** | |
| 冬 | 鹿肉 | 肉 | `tochigi_shikaniku.jpg` | **[新規生成]** | |
| 冬 | こんにゃく | 加工品 | `tochigi_konnyaku.jpg` | **[新規生成]** | |
| 冬 | ほうれん草 | 野菜 | `tochigi_hourensou.jpg` | **[新規生成]** | |
| 冬 | 小松菜 | 野菜 | `tochigi_komatsuna.jpg` | **[新規生成]** | |
| 冬 | けんちん汁 | 郷土料理 | `tochigi_kenchinjiru.jpg` | **[新規生成]** | |
| 冬 | おでん種 | 加工品 | `tochigi_odentane.jpg` | **[新規生成]** | |
| 冬 | 栃木和牛すき焼き | 郷土料理 | `tochigi_tochigiwagyusukiyaki.jpg` | **[新規生成]** | |
| 冬 | 冬キャベツ | 野菜 | `tochigi_fuyukyabetsu.jpg` | **[新規生成]** | |
| 冬 | 里芋煮 | 郷土料理 | `tochigi_satoimoni.jpg` | **[新規生成]** | |
| 冬 | 味噌田楽 | 郷土料理 | `tochigi_misodengaku.jpg` | **[新規生成]** | |
| 冬 | 日光湯豆腐 | 郷土料理 | `tochigi_nikkoyudofu.jpg` | **[新規生成]** | |
| 冬 | 鍋用きのこ | きのこ | `tochigi_nabeyoukinoko.jpg` | **[新規生成]** | |
---
## 3. 群馬県 (gunma) - 計72件
| 季節 | 食材名 | カテゴリ | 紐づく画像ファイル名 | ステータス | 備考 |
| :--- | :--- | :--- | :--- | :--- | :--- |
| 春 | 山菜 | 野菜 | `gunma_sansai.jpg` | **[新規生成]** | |
| 春 | いちご | 果物 | `gunma_ichigo.jpg` | **[新規生成]** | |
| 春 | 春キャベツ | 野菜 | `gunma_harukyabetsu.jpg` | **[新規生成]** | |
| 春 | うど | 野菜 | `gunma_udo.jpg` | **[新規生成]** | |
| 春 | わらび | 野菜 | `gunma_warabi.jpg` | **[新規生成]** | |
| 春 | アスパラガス | 野菜 | `gunma_asuparagasu.jpg` | **[新規生成]** | |
| 春 | 川魚 | 海鮮 | `gunma_kawazana.jpg` | **[新規生成]** | |
| 春 | こんにゃく | 加工品 | `gunma_konnyakuimo.jpg` | **[既存画像]** | 冬の「こんにゃく」と共通 |
| 春 | こごみ | 野菜 | `gunma_kogomi.jpg` | **[新規生成]** | |
| 春 | 春レタス | 野菜 | `gunma_retasu.jpg` | **[既存画像]** | 夏の「高原レタス」と共通 |
| 春 | 菜の花 | 野菜 | `gunma_nanohana.jpg` | **[新規生成]** | |
| 春 | ふきのとう | 野菜 | `gunma_fukinotou.jpg` | **[新規生成]** | |
| 春 | 梅加工品 | 加工品 | `gunma_umekakouhin.jpg` | **[新規生成]** | |
| 春 | 春まいたけ | きのこ | `gunma_maitake.jpg` | **[既存で代用]** | 既存の舞茸画像を使用 |
| 春 | 上州麦豚 | 肉 | `gunma_joshumugibuta.jpg` | **[新規生成]** | |
| 春 | 温泉まんじゅう | スイーツ | `gunma_onsenmanju.jpg` | **[新規生成]** | |
| 春 | 新玉ねぎ | 野菜 | `gunma_shintamanegi.jpg` | **[新規生成]** | |
| 春 | 春大根 | 野菜 | `gunma_harudaikon.jpg` | **[新規生成]** | |
| 夏 | 高原レタス | 野菜 | `gunma_retasu.jpg` | **[既存で代用]** | 春のレタス画像を使用 |
| 夏 | 枝豆 | 野菜 | `gunma_edamame.jpg` | **[既存画像]** | |
| 夏 | とうもろこし | 野菜 | `gunma_toumorokoshi.jpg` | **[新規生成]** | |
| 夏 | トマト | 野菜 | `gunma_tomato.jpg` | **[新規生成]** | |
| 夏 | きゅうり | 野菜 | `gunma_kyuri.jpg` | **[新規生成]** | |
| 夏 | 桃 | 果物 | `gunma_momo.jpg` | **[新規生成]** | |
| 夏 | 鮎 | 海鮮 | `gunma_ayu.jpg` | **[新規生成]** | |
| 夏 | 水沢うどん | 郷土料理 | `gunma_mizusawaudon.jpg` | **[新規生成]** | |
| 夏 | ブルーベリー | 果物 | `gunma_blueberry.jpg` | **[新規生成]** | |
| 夏 | ズッキーニ | 野菜 | `gunma_zucchini.jpg` | **[新規生成]** | |
| 夏 | なす | 野菜 | `gunma_nasu.jpg` | **[新規生成]** | |
| 夏 | オクラ | 野菜 | `gunma_okura.jpg` | **[新規生成]** | |
| 夏 | モロヘイヤ | 野菜 | `gunma_moroheiya.jpg` | **[新規生成]** | |
| 夏 | 夏キャベツ | 野菜 | `gunma_natsukyabetsu.jpg` | **[新規生成]** | |
| 夏 | 冷やしうどん | 郷土料理 | `gunma_hiyashiudon.jpg` | **[新規生成]** | |
| 夏 | 焼きとうもろこし | 郷土料理 | `gunma_yakitoumorokoshi.jpg` | **[新規生成]** | |
| 夏 | 高原野菜 | 野菜 | `gunma_kougenyasai.jpg` | **[新規生成]** | |
| 夏 | こんにゃく冷麺 | 郷土料理 | `gunma_konnyakureimen.jpg` | **[新規生成]** | |
| 秋 | まいたけ | きのこ | `gunma_maitake.jpg` | **[既存画像]** | |
| 秋 | りんご | 果物 | `gunma_ringo.jpg` | **[既存画像]** | |
| 秋 | 下仁田ねぎ | 野菜 | `gunma_shimonitanegi.jpg` | **[既存画像]** | 冬の「下仁田ねぎ」と共通 |
| 秋 | 焼きまんじゅう | 郷土料理 | `gunma_yakimanju.jpg` | **[新規生成]** | |
| 秋 | 舞茸鍋 | 郷土料理 | `gunma_maitakenabe.jpg` | **[新規生成]** | |
| 秋 | 栗 | 果物 | `gunma_kuri.jpg` | **[新規生成]** | |
| 秋 | さつまいも | 野菜 | `gunma_satsumaimo.jpg` | **[新規生成]** | |
| 秋 | 梨 | 果物 | `gunma_nashi.jpg` | **[新規生成]** | |
| 秋 | しいたけ | きのこ | `gunma_shiitake.jpg` | **[新規生成]** | |
| 秋 | 新米 | 米 | `gunma_shinmai.jpg` | **[新規生成]** | |
| 秋 | 山ぶどう | 果物 | `gunma_yamabudou.jpg` | **[新規生成]** | |
| 秋 | 秋なす | 野菜 | `gunma_akinasu.jpg` | **[新規生成]** | |
| 秋 | きのこ汁 | 郷土料理 | `gunma_kinokojiru.jpg` | **[新規生成]** | |
| 秋 | こんにゃく味噌田楽 | 郷土料理 | `gunma_konnyakumiso_dengaku.jpg` | **[新規生成]** | |
| 秋 | 上州牛 | 肉 | `gunma_joshugyu.jpg` | **[新規生成]** | 冬の「上州牛」と共通 |
| 秋 | 里芋 | 野菜 | `gunma_satoimo.jpg` | **[新規生成]** | |
| 秋 | ごぼう | 野菜 | `gunma_gobou.jpg` | **[新規生成]** | |
| 秋 | 秋キャベツ | 野菜 | `gunma_akikyabetsu.jpg` | **[新規生成]** | |
| 冬 | 下仁田ねぎ | 野菜 | `gunma_shimonitanegi.jpg` | **[共通化]** | 既存の下仁田ねぎ画像を使用 |
| 冬 | こんにゃく | 加工品 | `gunma_konnyakuimo.jpg` | **[共通化]** | 既存のこんにゃく画像を使用 |
| 冬 | やまといも | 野菜 | `gunma_yamatoimo.jpg` | **[既存画像]** | |
| 冬 | 上州牛 | 肉 | `gunma_joshugyu.jpg` | **[共通化]** | 秋の「上州牛」画像を使用 |
| 冬 | 白菜 | 野菜 | `gunma_hakusai.jpg` | **[新規生成]** | |
| 冬 | みそおでん | 郷土料理 | `gunma_misooden.jpg` | **[新規生成]** | |
| 冬 | 大根 | 野菜 | `gunma_daikon.jpg` | **[新規生成]** | |
| 冬 | 鍋料理 | 郷土料理 | `gunma_nabelyouri.jpg` | **[新規生成]** | |
| 冬 | ほうれん草 | 野菜 | `gunma_hourensou.jpg` | **[新規生成]** | |
| 冬 | 小松菜 | 野菜 | `gunma_komatsuna.jpg` | **[新規生成]** | |
| 冬 | ねぎ鍋 | 郷土料理 | `gunma_neginabe.jpg` | **[新規生成]** | |
| 冬 | すき焼き | 郷土料理 | `gunma_sukiyaki.jpg` | **[新規生成]** | |
| 冬 | けんちん汁 | 郷土料理 | `gunma_kenchinjiru.jpg` | **[新規生成]** | |
| 冬 | 冬キャベツ | 野菜 | `gunma_fuyukyabetsu.jpg` | **[新規生成]** | |
| 冬 | 上州麦豚鍋 | 郷土料理 | `gunma_joshumugibutanabe.jpg` | **[新規生成]** | |
| 冬 | 湯豆腐 | 郷土料理 | `gunma_yudofu.jpg` | **[新規生成]** | |
| 冬 | こんにゃく田楽 | 郷土料理 | `gunma_konnyakudengaku.jpg` | **[新規生成]** | |
| 冬 | 鍋用きのこ | きのこ | `gunma_nabeyoukinoko.jpg` | **[新規生成]** | |
---
## 4. 埼玉県 (saitama) - 計72件
| 季節 | 食材名 | カテゴリ | 紐づく画像ファイル名 | ステータス | 備考 |
| :--- | :--- | :--- | :--- | :--- | :--- |
| 春 | 狭山茶 | 野菜 | `saitama_sayamacha.jpg` | **[既存画像]** | 「狭山新茶」と共通 |
| 春 | いちご | 果物 | `saitama_ichigo.jpg` | **[既存画像]** | |
| 春 | 小松菜 | 野菜 | `saitama_komatsuna.jpg` | **[既存画像]** | 他の季節の小松菜と共通 |
| 春 | たけのこ | 野菜 | `saitama_takenoko.jpg` | **[新規生成]** | |
| 春 | 菜の花 | 野菜 | `saitama_nanohana.jpg` | **[新規生成]** | |
| 春 | うど | 野菜 | `saitama_udo.jpg` | **[新規生成]** | |
| 春 | 川越太麺焼きそば | 郷土料理 | `saitama_kawagoefutomenyakisoba.jpg` | **[新規生成]** | |
| 春 | 山菜 | 野菜 | `saitama_sansai.jpg` | **[新規生成]** | |
| 春 | 春キャベツ | 野菜 | `saitama_harukyabetsu.jpg` | **[新規生成]** | |
| 春 | 春大根 | 野菜 | `saitama_harudaikon.jpg` | **[新規生成]** | |
| 春 | 新玉ねぎ | 野菜 | `saitama_shintamanegi.jpg` | **[新規生成]** | |
| 春 | アスパラガス | 野菜 | `saitama_asuparagasu.jpg` | **[新規生成]** | |
| 春 | 草加せんべい | 加工品 | `saitama_sokasendei.jpg` | **[新規生成]** | 冬の「草加せんべい」と共通 |
| 春 | 狭山新茶 | 野菜 | `saitama_sayamacha.jpg` | **[既存で代用]** | 既存の狭山茶画像を使用 |
| 春 | いちご大福 | スイーツ | `saitama_ichigodaifuku.jpg` | **[新規生成]** | |
| 春 | 春レタス | 野菜 | `saitama_haruretasu.jpg` | **[新規生成]** | |
| 春 | わらび | 野菜 | `saitama_warabi.jpg` | **[新規生成]** | |
| 春 | 秩父そば | 郷土料理 | `saitama_chichibusoba.jpg` | **[新規生成]** | |
| 夏 | 枝豆 | 野菜 | `saitama_edamame.jpg` | **[既存画像]** | |
| 夏 | きゅうり | 野菜 | `saitama_kyuri.jpg` | **[新規生成]** | |
| 夏 | トマト | 野菜 | `saitama_tomato.jpg` | **[新規生成]** | |
| 夏 | ブルーベリー | 果物 | `saitama_blueberry.jpg` | **[新規生成]** | |
| 夏 | とうもろこし | 野菜 | `saitama_toumorokoshi.jpg` | **[新規生成]** | |
| 夏 | 冷汁うどん | 郷土料理 | `saitama_hiyashijiruudon.jpg` | **[新規生成]** | |
| 夏 | すいか | 果物 | `saitama_suika.jpg` | **[新規生成]** | |
| 夏 | 梨 | 果物 | `saitama_nashi.jpg` | **[新規生成]** | 秋の「梨」と共通 |
| 夏 | なす | 野菜 | `saitama_nasu.jpg` | **[新規生成]** | |
| 夏 | オクラ | 野菜 | `saitama_okura.jpg` | **[新規生成]** | |
| 夏 | ズッキーニ | 野菜 | `saitama_zucchini.jpg` | **[新規生成]** | |
| 夏 | モロヘイヤ | 野菜 | `saitama_moroheiya.jpg` | **[新規生成]** | |
| 夏 | 冷やし肉汁うどん | 郷土料理 | `saitama_hiyashinikujiruudon.jpg` | **[新規生成]** | |
| 夏 | 夏野菜カレー | 郷土料理 | `saitama_natsuyasaicurry.jpg` | **[新規生成]** | |
| 夏 | かき氷 | スイーツ | `saitama_kakigori.jpg` | **[新規生成]** | |
| 夏 | 秩父天然氷 | スイーツ | `saitama_chichibutennenkori.jpg` | **[新規生成]** | |
| 夏 | 焼きとうもろこし | 郷土料理 | `saitama_yakitoumorokoshi.jpg` | **[新規生成]** | |
| 夏 | 夏小松菜 | 野菜 | `saitama_komatsuna.jpg` | **[既存で代用]** | 既存の小松菜画像を使用 |
| 秋 | 川越いも | 野菜 | `saitama_satsumaimo.jpg` | **[既存で代用]** | 既存のさつまいも画像を使用 |
| 秋 | さつまいも | 野菜 | `saitama_satsumaimo.jpg` | **[既存画像]** | |
| 秋 | 深谷ねぎ | 野菜 | `saitama_fukayanegi.jpg` | **[既存画像]** | 冬の「深谷ねぎ」と共通 |
| 秋 | 新米 | 米 | `saitama_shinmai.jpg` | **[新規生成]** | |
| 秋 | ぶどう | 果物 | `saitama_budou.jpg` | **[新規生成]** | |
| 秋 | 栗 | 果物 | `saitama_kuri.jpg` | **[新規生成]** | |
| 秋 | 里芋 | 野菜 | `saitama_satoimo.jpg` | **[新規生成]** | |
| 秋 | 豚みそ丼 | 郷土料理 | `saitama_butamisodon.jpg` | **[新規生成]** | |
| 秋 | 梨 | 果物 | `saitama_nashi.jpg` | **[共通化]** | 夏の「梨」画像を使用 |
| 秋 | 秋なす | 野菜 | `saitama_akinasu.jpg` | **[新規生成]** | |
| 秋 | しいたけ | きのこ | `saitama_shiitake.jpg` | **[新規生成]** | |
| 秋 | きのこ汁 | 郷土料理 | `saitama_kinokojiru.jpg` | **[新規生成]** | |
| 秋 | 芋ようかん | スイーツ | `saitama_imoyokan.jpg` | **[新規生成]** | |
| 秋 | 焼き芋 | スイーツ | `saitama_yakiimo.jpg` | **[新規生成]** | |
| 秋 | 秩父きのこ | きのこ | `saitama_chichibukinoko.jpg` | **[新規生成]** | |
| 秋 | ごぼう | 野菜 | `saitama_gobou.jpg` | **[新規生成]** | |
| 秋 | 秋小松菜 | 野菜 | `saitama_akikomatsuna.jpg` | **[新規生成]** | |
